family_name	first_name	other_name	Count
NA	NA	Tersmeden, Fredrik,;Lagerheim, Olof Elias	1
NA	NA	Lagerheim, Olof Elias,;Sandels, Johan August	1
NA	NA	Lagerheim, Olof Elias,;Tersmeden, Fredrik	1
NA	NA	Sandels, Johan August,;Stedingk, Victor von	1
NA	NA	Lagerheim, Olof Elias,;Edelcrantz, Abraham Niclas	1
NA	NA	Stedingk, Victor von,;Håkansson, Anders af	1
NA	NA	Engeström, Lars von,;Ugglas, Samuel af	1
NA	NA	Ugglas, Samuel af,;Sandels, Johan August	1
NA	NA	Ugglas, Samuel af,;Gyllenborg, Carl Johan	1
Gyllenborg	Carl Johan	NA	1
NA	NA	Ugglas, Samuel af,;Armfelt, Gustaf Mauritz	1
Låstbom	Herman af	NA	1
NA	NA	Lagerheim, Carl Eric,;Ugglas, Samuel af	1
NA	NA	Ridderstolpe, Fredrik Vilhelm,;Liljencrants, Johan	1
NA	NA	Ugglas, Samuel af,;Låstbom, Herman af	1
NA	NA	Lagerheim, Carl Eric,;Liljencrants, Johan	1
Lilljehorn	Pehr Ulrik	NA	1
Friesendorff	Adolf Ludvig von	NA	1
Numers	Christopher von	NA	1
NA	NA	Liljencrants, Johan,;Lagerheim, Carl Erik	1
NA	NA	Kurck, Arvid Fredrik,;Ehrenbill, Ulric Gottlieb	1
NA	NA	Kurck, Arvid Fredrik,;Reuterholm, Gustaf Adolf	1
Ehrenbill	Ulric Gottlieb	NA	1
NA	NA	Oxenstierna, Johan Gabriel,;Düben, Carl Wilhelm von	1
NA	NA	Hermansson, Matthias von,;Ruuth, Eric	1
NA	NA	Hermansson, Matthias von,;Bielke, Nils Adam	1
NA	NA	Falkengreen, Christopher,;Horn, Gustaf Adolph,;Liljencrants, Johan	1
NA	NA	Hermansson, Matthias von,;Celsing, Gustaf	1
NA	NA	Horn, Gustaf Adolph,;Arbin, Axel Magnus von	1
NA	NA	Horn, Gustaf Adolph,;Boije, Hans Henrik	1
NA	NA	Horn, Gustaf Adolph,;Cronstedt, Carl Johan	1
NA	NA	Boije, Hans Henrik,;Cronstedt, Carl Johan	1
NA	NA	Lillienberg, Johan Georg;Celsing, Gustaf	1
NA	NA	Lillienberg, Johan Georg;Cronstedt, Carl Johan,;Boije, Hans Henrik	1
Björnmark	Abraham von	NA	1
Wallencreutz	Johan	NA	1
NA	NA	Ekeblad, Clas;Scheffer, Ulrik	1
NA	NA	Bielke, Nils Adam,;Fougt, Henric	1
De la Gardie	Pontus Fredrik	NA	1
NA	NA	Rothlieb, P. F.;Lindberg, O.	1
NA	NA	Horn, Adam;Blume, Johan Benjamin	1
NA	NA	Löwen, Johan,;Hermansson, Matthias von	1
NA	NA	Löwenhielm, Carl Gustaf,;Friesendorff, Fredrik von	1
NA	NA	Carleson, Edvard,;Cronhiort, Carl Gustaf	1
Löwen	Johan	NA	1
NA	NA	Ekeblad, Clas,;Hamilton, Carl Otto	1
NA	NA	Höpken, Carl Fredrik von,;Rålamb, Claes Gustaf	1
Stackelberg	Wolter Reinhold	NA	1
Liewen	Berndt Wilhelm von	NA	1
NA	NA	Gyllenborg, Fredrik;Groth, Carl von	1
Örn	Niklas	NA	1
NA	NA	Ridderstolpe, Carl;Höpken, Carl Fredrik von	1
NA	NA	Ridderstolpe, Carl;Höpken, Carl Fredrik von;Groth, Carl von	1
NA	NA	Gyllenborg, Fredrik;Höpken, Carl Fredrik von	1
NA	NA	Broman, Erland,;Bielke, Carl Gustaf	1
Nolcken	Eric Mathias von	NA	1
NA	NA	Bielke, Carl Gustaf,;Piper, Carl Fredrik	1
Rålamb	Gustaf	NA	1
Cederström	Olof	NA	1
Hamilton	Hugo Johan	NA	1
Widegren	Per David	NA	1
Tubino	Francisco M	NA	1
Wikström	Karl	NA	1
Wikström	E Axel	NA	1
Wikstrand	Johannes	NA	1
NA	NA	Boelen-Ranneft, Nanne,;Törneman, Axel	1
Holma	M	NA	1
NA	NA	Kristensen, Frode;Kristensen, Selma	1
NA	NA	Woditzka, Helen;Winkler, Fritz	1
NA	NA	Hallstén, Ilmi;Rein, Thiodolf	1
Lindman	Sven	NA	1
Örn	Sixten	NA	1
Nissar	David H[elmer]	NA	1
Lyberg	Ernst [Emil]	NA	1
Lybeck	John [August]	NA	1
Wijk	Olof Olofson	NA	1
Loe	Anne-Johanne	NA	1
Schebye	Bodil	NA	1
Haugaard Jeppesen	Bodil	NA	1
NA	NA	Sondén, Klas;Henningsson, Bernt;Cleve-Euler, Astrid,;Huss, Harald	1
Broberg	Bertil	NA	1
Piper	Jaquette	NA	1
NA	NA	Carr, Michael.;Kennedy, Hamilton;Sandberg, Sven-Olof	1
NA	NA	Quist, Oleg;Samson, Sam	1
NA	NA	Smith, Kenneth Leslie;Wersén, Gunnar	1
NA	NA	Ulmer, Georges.;Ninita	1
NA	NA	Murray, Sophie;Murray, Julie;Karl-Lennart,;Lomas, George.	1
Lerner	Jay	NA	1
NA	NA	Best, William.;Perne, Lars	1
Jonsson	Siri	NA	1
NA	NA	Ahlberg, Adolf,;Hjelmqvist, Theodor	1
NA	NA	Cornell, Henrik,;Påhlson, Svante	1
NA	NA	Ekeblad, Clas;Tessin, Carl Gustaf	1
Ask	Fritz	NA	1
Setterblad	A. E	NA	1
Silfverskiöld	Petter	NA	1
Rhodin	H	NA	1
NA	NA	Cavallin, Sven;Gullberg, Arthur	1
NA	NA	Gullberg, Hjalmar,;Kôersner, Vilhelm	1
NA	NA	Centerwall, Sture,;Lorents, Yngve,;Johansson, Gotthard	1
NA	NA	Dahlgren, Carl Fredric,;Ahnfelt, Arvid	1
NA	NA	Forslund, Kurt;Henrikson, Torsten;Höglund, Erik;Johansson, Gustav,;Kellerman, Olof;Palm, Ragnar	1
Hallin	John	NA	1
Curman	Carl	NA	1
NA	NA	Florén, Uno,;Numers, Lorenz von,;Zetterholm, Tore	1
NA	NA	Lindström, Håkan D.;Saxon, Lars,;Sundberg, Kajsa;Svedberg, Elsie;Valentin, Anna-Greta	1
NA	NA	Ankarcrona, Gustaf,;Hallström, Gunnar	1
NA	NA	Eckhoff, Emil,;Hildebrand, Hans,;Schück, Henrik	1
Francke	Sven P	NA	1
NA	NA	Horton, Vaughn,;Sandström, Eric	1
NA	NA	Gershwin, George,;Wilson, S. S.	1
NA	NA	Bergendorff, Stig,;Bernhard, Gösta	1
Whitney	Maurice C	NA	1
Wessman	V.E.V	NA	1
NA	NA	Bruce, Mary Rose.;Molin, Einar	1
NA	NA	Valente, Nicola.;Karl-Ewert	1
NA	NA	Carmichael, Hoagy,;Falk, Lennart	1
NA	NA	Warren, Harry.;Robin, Leo;Ernebo, Olof	1
Söderwall	K. F	NA	1
NA	NA	Cyprys, Werner;Torres	1
NA	NA	Marcus, Bob.;Roberdt	1
NA	NA	Sunshine, Marion;Arnesson, Tryggve	1
NA	NA	Montelius, Oscar,;Hildebrand, Emil,;Stavenow, Ludvig,;Bring, Samuel E.	1
NA	NA	Montelius, Oscar,;Hildebrand, Emil,;Stavenow, Ludvig,;Hallendorff, Carl	1
NA	NA	Montelius, Oscar,;Hildebrand, Emil,;Stavenow, Ludvig,;Clason, Sam	1
NA	NA	Hildebrand, Emil,;Stavenow, Ludvig,;Montelius, Oscar	1
Salvén	Arvid	NA	1
Keyser	Hilda Fredrika	NA	1
NA	NA	Stolz, Robert.;Eve	1
Forselles	Jenny af	NA	1
Dillner	T. S	NA	1
Schnittger	Bror	NA	1
Bagger-Sjöbäck	Inga	NA	1
NA	NA	Svennilson, Ingvar,;Lundberg, Erik,;Bagge, Gösta	1
NA	NA	Lundberg, Erik,;Svennilson, Ingvar,;Bagge, Gösta	1
Voirol	Sebastien	NA	1
NA	NA	Geijerstam, Gustaf af,;Schwab, eigil	1
Dannström	C.L	NA	1
Sutter	Otto Ernst	NA	1
Ångström	Tord K	NA	1
NA	NA	Hansen ter Braak, C.;Ritter, Pierre Henri	1
NA	NA	Schulzenheim, Ida von,;Thorman, Elisabeth	1
NA	NA	Norén, Richard,;Palm, Herman,;Roosval, Johnny	1
NA	NA	Mendès, Catulle,;Elit	1
NA	NA	Levertin, Oscar,;Schück, Henrik,;Berg, Ruben G:son,;Vetterlund, Fredrik,;Gellerstedt, Albert Theodor,;Snoilsky, Carl,;Wirsén, Carl David af,;Melin, Karl Alfred,;Wästberg, Anna	1
Mustelin	Olof	NA	1
NA	NA	Johannesson, Gösta;Möller, Arvid G.	1
NA	NA	Ekenstam, Nils av;Hansson, Johan	1
NA	NA	Adolphson, Yngve,;Carlsson, Gottfrid	1
Ljunggren	Ivar Skoglar	NA	1
Edén	Einar	NA	1
Beckman	Natanael	NA	1
Wåhlin	Lars	NA	1
Réja	Marcel	NA	1
NA	NA	Snoilsky, Carl,;Larsson, Carl	1
NA	NA	Flach, Wilhelm,;Hansson, Nils,;Juhlin Dannfelt, Herman,;Sjöström, A.	1
Dickson	Charles	NA	1
Otman	Ivar	NA	1
Bogren	Gunnar	NA	1
NA	NA	Ekman, Dawid;Hamrin, Carl-Olof;Hamrin, J.;Hägg, Fritz,;Nordangård, Folke	1
NA	NA	Bergström, Carl;Dahlhielm, August;Ekman, Dawid;Hamrin, J.;Hägg, Fritz,;Nordangård, Folke	1
Sibelius	Jean	NA	1
NA	NA	Sahlén, Artur,;Strååt, Hjalmar	1
NA	NA	Lundin, Claës,;Lundin, Claës	1
Trolle	Carl Ragnar	NA	1
Löfmarck	Gösta	NA	1
Petersen-Studnitz	A	NA	1
Dessau	D	NA	1
NA	NA	Anderson, Theodor,;Andersson, Axel,;Gustafsson, Johan,;Hellström August Wiktor,;Keijer, Augustinus,;Larsson, Richard,;Nyström, Bruno,;Ollén, N. P.,;Sjöholm, Wilhelm	1
Strömholm	Christer	NA	1
Gustafsson	Algot	NA	1
NA	NA	Burman, Gerhard von,;Fischer, Abraham	1
Stierncrona	Gabriel	NA	1
Creutz	Ernst Johan	NA	1
Starbäck	Anna	NA	1
Bonde	Gustaf	NA	1
Mörner	Carl Gustaf	NA	1
NA	NA	Scott, Bertha;Robin, Sid	1
NA	NA	Kråkström, Erik;Helamaa, Erkki	1
Planting-Gyllenbåga	Gustaf Henrik Wilhelm	NA	1
NA	NA	Andersson, Gustaf,;Franc, Ulric Gustaf;Wachtmeister, Carl Axel	1
NA	NA	Bonnier, Kaj,;Stolpe, Sven	1
Björnström	Fredrik J	NA	1
NA	NA	Björk, Olof Leonard,;Pethrus, Lewi	1
NA	NA	Mellin, Gustaf Henrik,;Wetterling, Alexander Clemens,;Cardon, Johan Elias,;Wallgren, Otto Henrik	1
NA	NA	Forsstrand, Carl,;Spångberg, Valfrid,;Lundgren, Karl Hjalmar.	1
Krag	Vilhelm	NA	1
NA	NA	Dodo von In- und Kniphausen;Feith, H. O.	1
Rek	Alma	NA	1
NA	NA	Müller, Daniel,;Müller, Louise	1
Hintze	Theodor	NA	1
Zetterman	Nils	NA	1
Hellström	Gustaf	NA	1
NA	NA	Åström, Paul,;Åström, Lena	1
NA	NA	Westholm, Alfred,;Vessberg, Olof	1
NA	NA	Paulus,;Vallquist, Gunnel	1
Benda	Julien	NA	1
NA	NA	Coslow, Sam.;Sandberg, Sven-Olof	1
Ekeblad	Karl Johan	NA	1
NA	NA	Bergström, Lasse,;Engström, Clas,;Fallgren, Fingal,;Wallqvist, Örjan,;Wästberg, Per	1
Peterson	K. E	NA	1
NA	NA	Chelius, Gustaf,;Granath, Wilhelm,;Lundegård, Karl;Walinder, Olof	1
NA	NA	Goodman, Lillian Rosedale.;Pepita	1
Nordin	Axel	NA	1
Wahlström	Johan Wilhelm	NA	1
NA	NA	Ekenstierna, Fanny,;Gustafson, Anna;Jolin, Julia;Kerfstedt, Amanda,;Wallensteen, Nanna	1
Evans	Ray	NA	1
NA	NA	Hanselli, Per,;Eichhorn, Christoffer	1
NA	NA	Alkman, Edvard,;Anderson-Edenberg, Albert;Blanche, Thore,;Carlsson, Beyron,;Eje, Anders,;Hasselgren, Andreas,;Hægerstolpe, Gunnar August,;Kjellström, Nils,;Landgren, W.;Meijer, Bernhard,;Rådström, Karl Johan,;Swahn, Waldemar,;Sydow, Waldemar von	1
NA	NA	Andersson, Ebon,;Fernström, Annagreta;Jernberg, Britta;Kistner, Inger,;Littmarck, Blenda,;Nordin, Gerd;Norén, Barbro;Wikström, Birgit	1
NA	NA	Anderson, Theodor,;Lundahl, Jakob Emanuel,;Norberg, Johan Petrus,;Nyrén, Janne,;Waldenström, Paul Peter	1
Sundell	L.J	NA	1
NA	NA	Harbach, Otto;Hammerstein, Oscar,;Wilson, S. S.	1
NA	NA	Hed, Kerstin,;Blix, Ivan	1
NA	NA	Strecker, Heinrich.;Sandberg, Sven-Olof	1
NA	NA	Abrahamsson, Zeth,;Ericsson, Sven;Hedfors, Lars-Olov,;Johanson, Sture;Johansson, Georg;Jäder, Karl,;Lagerstedt, Knut,;Landin, Gustaf,;Laxvik, Ingvar,;Lindström, Olof;Netz, Nils,;Ryde, Edvin,;Swedberg, Bo,;Swedberg, Teodor,;Söderberg, Henry;Sörenson, Joel,;Tordefelt, Fritz,;Wahlborg, John,;Westin, Gunnar	1
NA	NA	Ernebo, Olof;Irving Kahal;Pierre Norman	1
NA	NA	Andrén, Victor,;Gernandt, V.	1
NA	NA	Berg von Linde, Axel,;Kragh, Osvald;Thulin, J. G.,;Westergren, Erik	1
NA	NA	Göst, Hans;Lundgren, A. M.	1
Carlberg	Carl Ernfrid	NA	1
NA	NA	Durso, Michael.;Mitchell, Mel;Kahn, Murl;Kairo	1
Feilitzen	Hugo von	NA	1
NA	NA	Franzén, Frans Michael,;Lénström, Carl Julius	1
Dahlström	G. A	NA	1
NA	NA	Lindgren, Henrik Gerhard;Thomée, Gustaf	1
NA	NA	Fulda, Ludwig,;Schultz-Wettel, Fernand;Weil, Gustav	1
NA	NA	Bette, Karl.;Yorrick	1
Altmann	Sally	NA	1
NA	NA	Ahlberg, Alf,;Aspling, Sven,;Axelsson, Valfrid;Brendhagen, Kåre;Paasche, Fredrik	1
NA	NA	Hagsten, Allan,;Meurling, Per,;Nyström, Per,;Hartman, Sven	1
NA	NA	Carlén, Johan Gabriel,;Josephson, Jacob Axel	1
Engvall	J. E	NA	1
NA	NA	Munch. P	1
NA	NA	Zetterström, Hasse,;Zetterström, Sven	1
Agnsäter	Anna-Britt	NA	1
NA	NA	Klemming, Gustaf Edvard,;Berg, Ruben G:son	1
NA	NA	Barthel, Sven,;Bengtson, Kurt;Bonnier, Lukas,;Hammar, Bo S.;Lindberg, Rolf;Palm, K. E. J.;Särne, Ingvar;Wästfelt, Carl	1
NA	NA	Nyblom, Carl Rupert;Ljunggren, Gustaf Håkan Jordan;Monrad, J.;Estlander, Carl Gust.;Lange, J.;Dietrichson, Lorentz	1
NA	NA	Carlsson, Sture;Lundquist, John,;Neander, Gustaf	1
NA	NA	Adkinson, Gene.;Lyrico	1
Ericsson	B	NA	1
NA	NA	Geijer, Fredrik;Hesslin, Oscar	1
NA	NA	Gernandt, Sven;Rogberg, Martin,;Roosval, Albin,;Stenström, Matts A.	1
Lindencrona	August Gustaf Alvarez	NA	1
NA	NA	Almqvist, Carl Jonas Love,;Blanche, August,;Kiellman-Göranson, Julius Axel,;Hebbe, Wendela	1
NA	NA	Abrahmsén, Herman;Almgren, B.;Ancker, Karl;Bergh, Axel;Klason, Peter,;Nordenfelt, Bertil,;Åkerblom, Carl	1
Malmström	Erik	NA	1
Haugard	Joel	NA	1
NA	NA	Bagger-Sjöbäck, Inga;Tingsten, Herbert,;Myrdal, Alva,;Cedergren, Elsa	1
NA	NA	Fredborg, Arvid,;Möllerström, Sten,;Unger, Gunnar	1
Holmström	Gösta	NA	1
Wentzel	Sven	NA	1
Jangö	Jan	NA	1
NA	NA	Hedberg, Olle,;Hedberg, Olle,;Hedberg, Olle	1
NA	NA	Björck, Anders,;Björkman, Folke;Eckermann, Ebba von;Ekstedt, Birger;Grubbström, Arne;Hagård, Birger,;Hasselbach-Norberg, Lena;Hillerdal, Gunnar,;Ingemark, Sten;Jaensson, Torvald;Krönmark, Eric,;Käärik, Uno,;Meuller, Kerstin;Waldemarson, Axel,;Westin, Olle;Zweigbergk, Jurgen von,;Åhlander, Torsten;Åstrand, Göran	1
NA	NA	Gannon, Kim.;Wilson, S. S.	1
NA	NA	Bonnier, Karl Otto,;Koppel, Henrik Emil Morris,;Suneson, Carl;Suneson, Gösta	1
NA	NA	Kjellgren, Gustav;Amnefors, Ewert	1
NA	NA	North, Alex.;Holmson, Rick	1
NA	NA	Livingston, Jerry.;Karl-Lennart	1
NA	NA	Day, Bobby.;Happy	1
NA	NA	Lesso-Valerio, P.;Helge, Carl	1
NA	NA	Hoffman, Al.;Murray, John;Hello	1
NA	NA	Lehmann, Alfons.;Alm, Arne	1
NA	NA	Kreuder, Peter,;Foiack, Reinhold	1
NA	NA	Kay, Barrie;Stoor, Yngve	1
NA	NA	Pick, Joseph.;Sandberg, Sven-Olof	1
Werner	Rune	NA	1
NA	NA	Paul, Mark.;Rybrant, Gösta	1
Burg	Jacob Johannes von der	NA	1
NA	NA	Monnot, Marguerite.;Henrikson, Alf	1
King	Chas. E	NA	1
NA	NA	Carste, Hans.;Jerico	1
NA	NA	Hoffman, Jack.;Exén	1
NA	NA	Clemmensen, Niels.;Foiack, Reinhold	1
NA	NA	Owe-Anders	1
Richards	Kent	NA	1
NA	NA	Casucci, Leonello.;Happy	1
NA	NA	Barnes, Howard.;Wollgast, Karin	1
NA	NA	Almerén, David;Fallström, Daniel	1
NA	NA	Sun Shine	1
Norgren	Sten	NA	1
Schrevelius	Fredrik	NA	1
NA	NA	Hoes, Johnny.;Falk, Georg	1
NA	NA	Lane, Grace;Sandström, Eric,;Glazer, Tom.	1
NA	NA	Spicco;Hennesey, Ian.	1
NA	NA	Dreilick, Britt Inger;Gerhard, Åke	1
NA	NA	Friml, Rudolf,;Bergendorff, Stig,;Bernhard, Gösta	1
NA	NA	Egger;Ingarud, Lennart	1
NA	NA	Kennedy, Jimmy.;Singer, Lou;Sandström, Eric	1
NA	NA	Kreuder, Peter,;Rybrant, Gösta	1
NA	NA	Crafer, Art.;Nebb, Jimmy;Dahlberg, Dagny	1
Bronner	Bertil	NA	1
NA	NA	Rodgers, Richard;Hello	1
NA	NA	Roulette, René.;Wilson, S. S.	1
NA	NA	Wetterberg, Tord;Sköld, Sven	1
NA	NA	Porter, Cole.;Rybrant, Gösta	1
NA	NA	Held, Kurt.;Held, Kurt.	1
NA	NA	George, Don,;Ninita	1
NA	NA	Engelmann, H.;Ernebo, Olof	1
NA	NA	Steinfeldt, Hans;Rybrant, Gösta	1
NA	NA	Petersen, Carl V.;Bjerke Petersen, Vilhelm	1
Hahl	Nils-Gustaf	NA	1
Schram	Claës E	NA	1
Bergeron	Tor	NA	1
Östman	Adolf Fredrik	NA	1
Östlund	Victor A	NA	1
Modin	Ingrid	NA	1
Östlund	E F	NA	1
Strömbäck	Erik Alfred	NA	1
Vouyouklakis	Georges	NA	1
Österholm	John	NA	1
Rydgren	G A	NA	1
Frestadius	V[ictor Hjalmar]	NA	1
Westin	Gustaf	NA	1
NA	NA	Östberg	1
NA	NA	Sylvén, Johan L.;Sundholm, Thure.	1
Österberg	S. E	NA	1
Schlyter	Karl	NA	1
Örnsäter	Eugen	NA	1
Örnsköld	Ulrica Eleonora	NA	1
Svensson	Sigurd	NA	1
Abard	Georg	NA	1
Öqvist	Augusta Lovisa Catharina	NA	1
Önstad	Bernhard	NA	1
Öller	Göran	NA	1
Walin	Wil	NA	1
Öhwall	John	NA	1
NA	NA	Fogelqvist, Maria;Friberg, Aug	1
Öhrnberg	Carl Enoch	NA	1
Leffler	Otto Emanuel	NA	1
Lundmark	Astrid [Elisabet]	NA	1
Bohmansson	Gösta	NA	1
Landmark	[Even] A[nton Thomas]	NA	1
Rosenblad	Per	NA	1
Öhrstedt	Gustaf	NA	1
Johansson	Viktor	NA	1
Schmidt	Karl af	NA	1
NA	NA	Öhman, Eric;Öhman, Emma Carolina	1
Öhman	Emma Carolina	NA	1
Öhman	Emma	NA	1
Öhlin	Arvid	NA	1
Huldberg	P. A	NA	1
NA	NA	Gernandt, Wille,;Eneroth, Hjalmar	1
Olsen	Georg	NA	1
Rüling	T	NA	1
Pettersson	Lovisa	NA	1
Öberg	Josef	NA	1
Öberg	J G	NA	1
Åstrand	Otto	NA	1
Öhmann	Emil	NA	1
Venström	C. E	NA	1
Josephson	Jacob Axel	NA	1
NA	NA	Wrangel, Fredrik Ulrik,;Bergström, Otto	1
NA	NA	Bergman, Bo,;Öhman, Ivar	1
Anrep	Gabriel	NA	1
NA	NA	Wilhelm,;Söderberg, Sten	1
NA	NA	Öberg, Hugo;Öberg, Hugo.	1
Schüssler	George Christian	NA	1
Bruns	Heinrich	NA	1
Åstrand	Carl	NA	1
Åslund	Johan Elis	NA	1
NA	NA	Thorén, G[reta];Olson, J[ane];Brobeck, A[nna]	1
Åsbrink	Helmer Gustaf Leonard	NA	1
Aarflot	Berte Kanutte Sivertsdatter	NA	1
Lööw	Anton	NA	1
Åman-Nilsson	Gustaf Arvid	NA	1
NA	NA	Söderberg, Rudolf,;Lundquist, Gösta,;Edin, Gustaf	1
Åström	Yngve	NA	1
NA	NA	Lundmark, Knut,;Ångström, Anders	1
Hallberg	Bengt	NA	1
NA	NA	Olofson, Christer,;Röstin, Simon N:n	1
Cornell	Jan	NA	1
Ljunglund	Leonhard	NA	1
NA	NA	Ek, Nils;Moberger, Harry	1
NA	NA	Hiljding, Stig,;Agge, Ivar	1
Diös	Anders	NA	1
Åkesson	Nils	NA	1
Åkesson	Jonas	NA	1
Karlsson	Tore	NA	1
Åkerwall	Jonas	NA	1
Carlson	Gudrun	NA	1
Tiberg	S[ven]	NA	1
Lindberg	J[ohan] E[vald]	NA	1
Särnström	C[arl] G[ustaf]	NA	1
Tunner	P	NA	1
Borelius	Per Gudmund	NA	1
Häggström	Olof	NA	1
Djurberg	Fredrik August	NA	1
Frank	Andreas Georg	NA	1
Åkerman	Ingeborg	NA	1
NA	NA	Åkerman, Low;Åkerman, David;Carnegie, D[avid]	1
Ehrenwerth	Josef von	NA	1
NA	NA	Åkerman	1
Åkerlund	Åke	NA	1
Christofersen	Emilie	NA	1
Jespersen-Stok	T	NA	1
Åkerblom	Bernhard August	NA	1
Åkerbladh	Alex	NA	1
NA	NA	Wilhelmsson, Gustaf Walfrid,;Hellborg, Ernst,;Svensén, Emil,;Sterner, Mauritz,;Branting, Hjalmar,;Fries, Samuel Andreas,;Sohlman, Harald,;Franzon, E.;Lykke, Nils;Arnoldson, Klas Pontus	1
Åhlström	Karl Abraham	NA	1
NA	NA	Berg, R. F.,;Åhman, Axel	1
Wiberg	Lennart	NA	1
Ågren	Olle	NA	1
NA	NA	Åfeldt, Nils Otto Emanuel;Åfeldt, Rosalie Lydia Elisabeth	1
Jarneryd	Olle	NA	1
Thomas	Kurt	NA	1
NA	NA	Åkerlund, John,;Olzon, Gösta	1
Åhman	T. E	NA	1
Olin	Gustav	NA	1
Åbron	A J	NA	1
Spoof	Karin A	NA	1
Collin	Lars Petrus	NA	1
Swahn	Gustav	NA	1
Pettersson	E	NA	1
NA	NA	Davidson, David,;Bendixson, Artur,;Nilsson, A[ugust]	1
NA	NA	Åberg, Lawrence Heap,;Åberg, Lawrence Heap,;Åberg, Lawrence Heap	1
Eklöf	Johan Henrik	NA	1
Björling	Emanuel Gabriel	NA	1
Christenson	Birger	NA	1
Zukertort	Johannes Hermann	NA	1
Zuhr	Hugo	NA	1
Grönstrand	Hortense	NA	1
Rodhe	Wilhelm	NA	1
NA	NA	Zuckmayer, Carl,;Zuckmayer, Carl	1
Zurhellen-Pleiderer	Elise	NA	1
NA	NA	Ekbohrn, Carl Magnus,;Backman, Carl Johan	1
NA	NA	Zorn, Anders;Boëthius, Gerda,;Adhémar, Jean	1
NA	NA	Zorn, Anders;Wettergren, Erik	1
NA	NA	Boëthius, Gerda,;Jungmarker, Gunnar	1
Salaman	Malcolm C	NA	1
Zilo	Gunnar	NA	1
Schrange	Zacharias	NA	1
Westman	Georgius Andreæ	NA	1
Gottmarck	Joh	NA	1
Zierau	Augusta	NA	1
Zobeltitz	Fedor v	NA	1
Hellkvist	Otto	NA	1
NA	NA	Blagovešc, E. N.;Malachovskij, Bronislav Bronislavovic	1
NA	NA	Elfelt, Kjeld,;Jensenius, Herluf	1
NA	NA	Avenstrup, Åge;Treitel, Elisabeth;Schwab, Eigil	1
Friedrich	Leo	NA	1
Anjou	Sten	NA	1
Björnström	Fredrik Johan	NA	1
Areschoug	John	NA	1
Zetterstedt	A J	NA	1
Zetterquist	Märta	NA	1
Zetterquist	Jérôme	NA	1
Sederholm	Edwin	NA	1
Zetterberg	Nisse	NA	1
Haas	Nicolaus	NA	1
NA	NA	Andersson, Karl-Olof,;Dahnberg, Ernst;Davidson, Hans,;Josefsson, Göran,;Magnusson, Fritz;Mattsson, Thure;Nyblom, Georg,;Svensson, Lennart	1
Lindhagen	A. L	NA	1
NA	NA	Jensen, Karin,;Stenberg-Masolle, Aina,;Tirén, Gerda	1
Wedell	Max von	NA	1
Petterson	Petrus Ax	NA	1
Källström	Carl Johan	NA	1
NA	NA	Kellberg, F.;C. S.	1
Zander	Emil	NA	1
NA	NA	Lindskog, Claes,;Clason, Sam,;Stille, Arthur	1
Bjerke	Per	NA	1
Andersen	Knut J	NA	1
Ericson	Sigfrid	NA	1
Zachrisson	Waldemar	NA	1
Zachrisson	Lars Johan Fredrik	NA	1
Markman	B[ror] G[eorg]	NA	1
Bruhn	E[rnst] H[jalmar]	NA	1
Bruhn	E[rnst Hjalmar]	NA	1
Torberg	Friedrich	NA	1
Fargo	Ladislas	NA	1
Sandeberg	Herman	NA	1
NA	NA	Helsingfors stads yrkesvalskommitté	1
Ilmoni	T. O	NA	1
Yngström	Nils Aron Ivar	NA	1
Säve	Carl	NA	1
Bang	Monica	NA	1
Ljungdahl	S	NA	1
Hallström	Anders	NA	1
Schildt	Wolmar Styrbjörn	NA	1
Melander	Anders	NA	1
Ekelöf	Gösta	NA	1
Moberg	Gustaf	NA	1
Hamilton	Aina	NA	1
Auchinleck	Claude	NA	1
Ysander	Märtha	NA	1
Edlund	Erik Oskar	NA	1
NA	NA	Beskow, Natanael,;Kjellberg, Elisabeth	1
Krantz	O	NA	1
NA	NA	Westerberg, Gösta.;Afgan Istan.;Molin, Einar,;Bring, Reidar	1
NA	NA	Gabriel, Wiga.;Holmson, Rick	1
Sunshine	Marion	NA	1
NA	NA	Benjamin, Bennie.;Weiss, Georgs;Gerhard, Åke	1
NA	NA	Cornell, Herbert,;Sven	1
NA	NA	Arlen, Harold.;Hello	1
NA	NA	Walter, Andrew,;Kejving, Birgit	1
Lagus	Elias Jonasson	NA	1
NA	NA	Herrlander, Johan Edward;Ehn, Robert	1
Waetterdahl	Johan	NA	1
Eriksson	Anders [Gunnar]	NA	1
Bergström	Sven G[abriel]	NA	1
Falken	Inez [Marianne Elisabet]	NA	1
Söderquist	Richard	NA	1
NA	NA	Åberg, Emil,;E. G.;Western, L. A.;Graepp, L. W.;Anders, Ludwig.;Barfus, Eginhard von,;Brüchig, Otto.;Brüchig, Otto.;Richter, Emil.;Anders, Ludvig.	1
Johansson	Karl-O	NA	1
Sundberg	G. F. Halvar	NA	1
Värneman	Olof Hugo	NA	1
Isacson	Evert	NA	1
Berlin	N.J	NA	1
NA	NA	Lindberg, Bernhard;Johansson, J. A.	1
Åkerman	Åke	NA	1
Mangård	Carl	NA	1
NA	NA	Alho, K. O.;Cederberg, Arno Rafael	1
Gårdhammar	Gunnar A	NA	1
